Order ID,Customer ID,Customer Name,Segment
ORD000075,CUST000075,Denise,Consumer
ORD000076,CUST000076,Carrie,Corporate
ORD000077,CUST000077,Danielle,Consumer
ORD000078,CUST000078,Jennifer,Corporate
ORD000079,CUST000079,Anita,Corporate
ORD000080,CUST000080,John,Corporate
ORD000081,CUST000081,Karen,Corporate
ORD000082,CUST000082,Kathryn,Consumer
ORD000083,CUST000083,John,Corporate
ORD000084,CUST000084,Michael,Consumer
ORD000085,CUST000085,Jessica,Consumer
ORD000086,CUST000086,Carlos,Corporate
ORD000087,CUST000087,Tiffany,Corporate
ORD000088,CUST000088,David,Consumer
ORD000089,CUST000089,Jose,Consumer
ORD000090,CUST000090,Matthew,Corporate
ORD000091,CUST000091,Rebekah,Consumer
ORD000092,CUST000092,Todd,Consumer
ORD000093,CUST000093,Samantha,Corporate
ORD000094,CUST000094,Angela,Corporate
ORD000095,CUST000095,Lauren,Corporate
ORD000096,CUST000096,Sandra,Corporate
ORD000097,CUST000097,Marcus,Corporate
ORD000098,CUST000098,Kimberly,Consumer
ORD000099,CUST000099,Karen,Corporate
ORD000100,CUST000100,Sharon,Corporate
ORD000101,CUST000101,Jack,Corporate
ORD000102,CUST000102,Katie,Consumer
ORD000103,CUST000103,Steven,Consumer
ORD000104,CUST000104,Kaitlin,Consumer
ORD000105,CUST000105,Cindy,Corporate
ORD000106,CUST000106,Erin,Corporate
ORD000107,CUST000107,Veronica,Corporate
ORD000108,CUST000108,Mary,Consumer
ORD000109,CUST000109,Catherine,Corporate
ORD000110,CUST000110,James,Consumer
ORD000111,CUST000111,Julia,Consumer
ORD000112,CUST000112,Shannon,Corporate
ORD000113,CUST000113,Cassandra,Consumer
ORD000114,CUST000114,Dennis,Corporate
ORD000115,CUST000115,Angela,Corporate
ORD000116,CUST000116,Stacey,Corporate
ORD000117,CUST000117,Adrienne,Consumer
ORD000118,CUST000118,Amanda,Corporate
ORD000119,CUST000119,Shelby,Corporate
ORD000120,CUST000120,Janice,Corporate
ORD000121,CUST000121,Michelle,Consumer
ORD000122,CUST000122,Joshua,Consumer
ORD000123,CUST000123,Chelsea,Consumer
ORD000124,CUST000124,Tom,Corporate
ORD000125,CUST000125,Zachary,Corporate
ORD000126,CUST000126,Michelle,Consumer
ORD000127,CUST000127,Amy,Corporate
ORD000128,CUST000128,Olivia,Corporate
ORD000129,CUST000129,Teresa,Consumer
ORD000130,CUST000130,Travis,Consumer
ORD000131,CUST000131,Kimberly,Consumer
ORD000132,CUST000132,Gerald,Corporate
ORD000133,CUST000133,Edward,Corporate
ORD000134,CUST000134,Cody,Consumer
ORD000135,CUST000135,Eric,Consumer
ORD000136,CUST000136,Sarah,Consumer
ORD000137,CUST000137,Michelle,Corporate
ORD000138,CUST000138,Corey,Corporate
ORD000139,CUST000139,Erik,Corporate
ORD000140,CUST000140,Heidi,Consumer
ORD000141,CUST000141,Cynthia,Consumer
ORD000142,CUST000142,Todd,Corporate
ORD000143,CUST000143,Taylor,Consumer
ORD000144,CUST000144,Tonya,Consumer
ORD000145,CUST000145,Abigail,Corporate
ORD000146,CUST000146,Veronica,Corporate
ORD000147,CUST000147,Steven,Consumer
ORD000148,CUST000148,Megan,Consumer
ORD000149,CUST000149,Anthony,Corporate
ORD000150,CUST000150,Michael,Consumer
ORD000151,CUST000151,Derek,Consumer
ORD000152,CUST000152,Denise,Consumer
ORD000153,CUST000153,James,Corporate
ORD000154,CUST000154,Nichole,Corporate
ORD000155,CUST000155,David,Consumer
ORD000156,CUST000156,Tina,Corporate
ORD000157,CUST000157,Brian,Corporate
ORD000158,CUST000158,Gabrielle,Corporate
ORD000159,CUST000159,Michael,Corporate
ORD000160,CUST000160,Amber,Consumer
ORD000161,CUST000161,Christopher,Corporate
ORD000162,CUST000162,Stacey,Consumer
ORD000163,CUST000163,Taylor,Corporate
ORD000164,CUST000164,Autumn,Corporate
ORD000165,CUST000165,Mary,Consumer
ORD000166,CUST000166,Dakota,Consumer
ORD000167,CUST000167,Madison,Consumer
ORD000168,CUST000168,Carrie,Consumer
ORD000169,CUST000169,George,Consumer
ORD000170,CUST000170,Emily,Corporate
ORD000171,CUST000171,Joseph,Corporate
ORD000172,CUST000172,Brian,Corporate
ORD000173,CUST000173,William,Corporate
ORD000174,CUST000174,Cynthia,Corporate
ORD000175,CUST000175,Christopher,Consumer
ORD000176,CUST000176,Leslie,Consumer
ORD000177,CUST000177,Harold,Consumer
ORD000178,CUST000178,Dominique,Consumer
ORD000179,CUST000179,Holly,Corporate
ORD000180,CUST000180,Donald,Consumer
ORD000181,CUST000181,Gerald,Consumer
ORD000182,CUST000182,Connie,Corporate
ORD000183,CUST000183,Sean,Corporate
ORD000184,CUST000184,Douglas,Consumer
ORD000185,CUST000185,Cynthia,Consumer
ORD000186,CUST000186,Andres,Consumer
ORD000187,CUST000187,Sarah,Consumer
ORD000188,CUST000188,Debra,Consumer
ORD000189,CUST000189,Justin,Corporate
ORD000190,CUST000190,Joshua,Consumer
ORD000191,CUST000191,Amanda,Corporate
ORD000192,CUST000192,Karen,Corporate
ORD000193,CUST000193,Tiffany,Consumer
ORD000194,CUST000194,Pamela,Corporate
ORD000195,CUST000195,Janet,Consumer
ORD000196,CUST000196,Molly,Corporate
ORD000197,CUST000197,Desiree,Corporate
ORD000198,CUST000198,Christian,Consumer
ORD000199,CUST000199,Rachel,Corporate
ORD000200,CUST000200,Morgan,Consumer
ORD000201,CUST000201,Brittney,Consumer
ORD000202,CUST000202,Sarah,Consumer
ORD000203,CUST000203,Sherry,Corporate
ORD000204,CUST000204,Joseph,Consumer
ORD000205,CUST000205,Rhonda,Corporate
ORD000206,CUST000206,April,Consumer
ORD000207,CUST000207,Samuel,Consumer
ORD000208,CUST000208,Paul,Corporate
ORD000209,CUST000209,Sara,Corporate
ORD000210,CUST000210,Marvin,Consumer
ORD000211,CUST000211,Jill,Consumer
ORD000212,CUST000212,Eileen,Corporate
ORD000213,CUST000213,Bradley,Corporate
ORD000214,CUST000214,Keith,Consumer
ORD000215,CUST000215,Tina,Corporate
ORD000216,CUST000216,Matthew,Consumer
ORD000217,CUST000217,Margaret,Corporate
ORD000218,CUST000218,Joseph,Corporate
ORD000219,CUST000219,Jonathan,Corporate
ORD000220,CUST000220,Tyler,Corporate
ORD000221,CUST000221,Craig,Consumer
ORD000222,CUST000222,James,Consumer
ORD000223,CUST000223,Marissa,Corporate
ORD000224,CUST000224,Janice,Consumer
ORD000225,CUST000225,Tammy,Corporate
ORD000226,CUST000226,Matthew,Consumer
ORD000227,CUST000227,Jeffrey,Corporate
ORD000228,CUST000228,Karen,Corporate
ORD000229,CUST000229,Jason,Consumer
ORD000230,CUST000230,Tiffany,Corporate
ORD000231,CUST000231,Donna,Corporate
ORD000232,CUST000232,Kelly,Corporate
ORD000233,CUST000233,Michelle,Consumer
ORD000234,CUST000234,Michael,Corporate
ORD000235,CUST000235,James,Corporate
ORD000236,CUST000236,Jeffrey,Corporate
ORD000237,CUST000237,Amanda,Consumer
ORD000238,CUST000238,Jimmy,Consumer
ORD000239,CUST000239,Benjamin,Consumer
ORD000240,CUST000240,Lori,Corporate
ORD000241,CUST000241,Stephanie,Consumer
ORD000242,CUST000242,Joshua,Consumer
ORD000243,CUST000243,Gary,Corporate
ORD000244,CUST000244,Jose,Consumer
ORD000245,CUST000245,Julie,Corporate
ORD000246,CUST000246,James,Corporate
ORD000247,CUST000247,Michael,Corporate
ORD000248,CUST000248,Cynthia,Corporate
ORD000249,CUST000249,Donald,Corporate
ORD000250,CUST000250,Michael,Corporate
ORD000251,CUST000251,Amber,Consumer
ORD000252,CUST000252,Julie,Corporate
ORD000253,CUST000253,Mark,Corporate
ORD000254,CUST000254,Kathleen,Consumer
ORD000255,CUST000255,Lindsey,Corporate
ORD000256,CUST000256,Anna,Corporate
ORD000257,CUST000257,Robin,Corporate
ORD000258,CUST000258,Karen,Consumer
ORD000259,CUST000259,Dustin,Consumer
ORD000260,CUST000260,Jessica,Corporate
ORD000261,CUST000261,James,Corporate
ORD000262,CUST000262,Calvin,Consumer
ORD000263,CUST000263,Karen,Corporate
ORD000264,CUST000264,Anthony,Consumer
ORD000265,CUST000265,Patricia,Corporate
ORD000266,CUST000266,Jimmy,Corporate
ORD000267,CUST000267,Todd,Corporate
ORD000268,CUST000268,Alyssa,Consumer
ORD000269,CUST000269,Antonio,Consumer
ORD000270,CUST000270,Kelly,Corporate
ORD000271,CUST000271,Nicole,Consumer
ORD000272,CUST000272,Maria,Consumer
ORD000273,CUST000273,Austin,Consumer
ORD000274,CUST000274,Carolyn,Corporate
ORD000275,CUST000275,Dominique,Corporate
ORD000276,CUST000276,Matthew,Corporate
ORD000277,CUST000277,Jeremy,Corporate
ORD000278,CUST000278,Maria,Corporate
ORD000279,CUST000279,Barbara,Corporate
ORD000280,CUST000280,Kyle,Corporate
ORD000281,CUST000281,Eric,Consumer
ORD000282,CUST000282,Robert,Corporate
ORD000283,CUST000283,Matthew,Corporate
ORD000284,CUST000284,Kristina,Consumer
ORD000285,CUST000285,Aaron,Corporate
ORD000286,CUST000286,Randall,Corporate
ORD000287,CUST000287,Stephen,Consumer
ORD000288,CUST000288,Mary,Consumer
ORD000289,CUST000289,Gina,Corporate
ORD000290,CUST000290,Daniel,Consumer
ORD000291,CUST000291,Joyce,Corporate
ORD000292,CUST000292,Joseph,Consumer
ORD000293,CUST000293,David,Corporate
ORD000294,CUST000294,Luke,Consumer
ORD000295,CUST000295,Mark,Consumer
ORD000296,CUST000296,Stephen,Corporate
ORD000297,CUST000297,Carlos,Consumer
ORD000298,CUST000298,Randall,Corporate
ORD000299,CUST000299,Debbie,Consumer
ORD000300,CUST000300,Robert,Corporate
ORD000301,CUST000301,Stephanie,Corporate
ORD000302,CUST000302,Robert,Consumer
ORD000303,CUST000303,Charles,Consumer
ORD000304,CUST000304,Christopher,Consumer
ORD000305,CUST000305,Matthew,Corporate
ORD000306,CUST000306,Zachary,Consumer
ORD000307,CUST000307,Phillip,Consumer
ORD000308,CUST000308,Melvin,Consumer
ORD000309,CUST000309,Crystal,Consumer
ORD000310,CUST000310,Anthony,Consumer
ORD000311,CUST000311,Edward,Consumer
ORD000312,CUST000312,Mark,Consumer
ORD000313,CUST000313,Danny,Corporate
ORD000314,CUST000314,Chelsey,Consumer
ORD000315,CUST000315,Douglas,Consumer
ORD000316,CUST000316,Victor,Consumer
ORD000317,CUST000317,Darrell,Corporate
ORD000318,CUST000318,Dylan,Consumer
ORD000319,CUST000319,Donald,Corporate
ORD000320,CUST000320,Tyler,Corporate
ORD000321,CUST000321,Andrew,Consumer
ORD000322,CUST000322,Larry,Consumer
ORD000323,CUST000323,Robert,Corporate
ORD000324,CUST000324,Phillip,Consumer
ORD000325,CUST000325,Chase,Corporate
ORD000326,CUST000326,Stephanie,Consumer
ORD000327,CUST000327,Natalie,Corporate
ORD000328,CUST000328,Susan,Corporate
ORD000329,CUST000329,Brenda,Consumer
ORD000330,CUST000330,Richard,Consumer
ORD000331,CUST000331,Belinda,Corporate
ORD000332,CUST000332,Laurie,Corporate
ORD000333,CUST000333,Darryl,Corporate
ORD000334,CUST000334,Cassandra,Consumer
ORD000335,CUST000335,Zachary,Corporate
ORD000336,CUST000336,Heather,Consumer
ORD000337,CUST000337,Jasmine,Corporate
ORD000338,CUST000338,Michael,Consumer
ORD000339,CUST000339,Alyssa,Corporate
ORD000340,CUST000340,Jason,Consumer
ORD000341,CUST000341,Angela,Corporate
ORD000342,CUST000342,Casey,Consumer
ORD000343,CUST000343,Kathleen,Corporate
ORD000344,CUST000344,Joseph,Corporate
ORD000345,CUST000345,Michael,Consumer
ORD000346,CUST000346,Shannon,Consumer
ORD000347,CUST000347,Roger,Corporate
ORD000348,CUST000348,Ashley,Corporate
ORD000349,CUST000349,Amber,Corporate
ORD000350,CUST000350,Tina,Consumer
ORD000351,CUST000351,Tina,Corporate
ORD000352,CUST000352,Ryan,Consumer
ORD000353,CUST000353,Steven,Consumer
ORD000354,CUST000354,Elizabeth,Consumer
ORD000355,CUST000355,Hannah,Consumer
ORD000356,CUST000356,Christopher,Consumer
ORD000357,CUST000357,Christopher,Consumer
ORD000358,CUST000358,Bradley,Corporate
ORD000359,CUST000359,Linda,Corporate
ORD000360,CUST000360,Adrian,Consumer
ORD000361,CUST000361,Michael,Corporate
ORD000362,CUST000362,Joseph,Corporate
ORD000363,CUST000363,Sergio,Consumer
ORD000364,CUST000364,Tommy,Corporate
ORD000365,CUST000365,Michelle,Corporate
ORD000366,CUST000366,Brandon,Consumer
ORD000367,CUST000367,James,Consumer
ORD000368,CUST000368,Julie,Corporate
ORD000369,CUST000369,Jeanette,Consumer
ORD000370,CUST000370,Vanessa,Corporate
ORD000371,CUST000371,Denise,Corporate
ORD000372,CUST000372,Kimberly,Consumer
ORD000373,CUST000373,Courtney,Consumer
ORD000374,CUST000374,William,Corporate
ORD000375,CUST000375,Michael,Consumer
ORD000376,CUST000376,Ivan,Consumer
ORD000377,CUST000377,Alex,Corporate
ORD000378,CUST000378,Andrea,Consumer
ORD000379,CUST000379,Alexandra,Consumer
ORD000380,CUST000380,Thomas,Corporate
ORD000381,CUST000381,Alan,Consumer
ORD000382,CUST000382,Victor,Corporate
ORD000383,CUST000383,Michael,Corporate
ORD000384,CUST000384,Thomas,Corporate
ORD000385,CUST000385,Jamie,Corporate
ORD000386,CUST000386,Andrea,Consumer
ORD000387,CUST000387,Michael,Consumer
ORD000388,CUST000388,Nicole,Consumer
ORD000389,CUST000389,Mathew,Consumer
ORD000390,CUST000390,Kenneth,Consumer
ORD000391,CUST000391,Robert,Consumer
ORD000392,CUST000392,Garrett,Corporate
ORD000393,CUST000393,Dean,Corporate
ORD000394,CUST000394,Jill,Corporate
ORD000395,CUST000395,Danielle,Corporate
ORD000396,CUST000396,Tanya,Corporate
ORD000397,CUST000397,Louis,Corporate
ORD000398,CUST000398,Kelly,Corporate
ORD000399,CUST000399,Cynthia,Consumer
ORD000400,CUST000400,Todd,Consumer
ORD000401,CUST000401,Denise,Corporate
ORD000402,CUST000402,Ashley,Corporate
ORD000403,CUST000403,Garrett,Consumer
ORD000404,CUST000404,Joanne,Corporate
ORD000405,CUST000405,Deborah,Corporate
ORD000406,CUST000406,Cheryl,Consumer
ORD000407,CUST000407,Todd,Corporate
ORD000408,CUST000408,Stephen,Corporate
ORD000409,CUST000409,Arthur,Consumer
ORD000410,CUST000410,Jeffrey,Consumer
ORD000411,CUST000411,Richard,Consumer
ORD000412,CUST000412,Kimberly,Corporate
ORD000413,CUST000413,Craig,Corporate
ORD000414,CUST000414,Frank,Consumer
ORD000415,CUST000415,Rodney,Corporate
ORD000416,CUST000416,Brian,Consumer
ORD000417,CUST000417,Adrian,Corporate
ORD000418,CUST000418,Amy,Corporate
ORD000419,CUST000419,Corey,Corporate
ORD000420,CUST000420,Nathan,Consumer
ORD000421,CUST000421,Scott,Corporate
ORD000422,CUST000422,Cynthia,Corporate
ORD000423,CUST000423,Kimberly,Corporate
ORD000424,CUST000424,Michael,Consumer
ORD000425,CUST000425,Whitney,Consumer
ORD000426,CUST000426,Nicole,Consumer
ORD000427,CUST000427,William,Consumer
ORD000428,CUST000428,Elizabeth,Consumer
ORD000429,CUST000429,Eric,Corporate
ORD000430,CUST000430,Courtney,Consumer
ORD000431,CUST000431,Russell,Corporate
ORD000432,CUST000432,Jonathon,Consumer
ORD000433,CUST000433,Mathew,Consumer
ORD000434,CUST000434,Larry,Consumer
ORD000435,CUST000435,Nicholas,Corporate
ORD000436,CUST000436,Jessica,Corporate
ORD000437,CUST000437,Robert,Consumer
ORD000438,CUST000438,Joanne,Corporate
ORD000439,CUST000439,Jeffrey,Consumer
ORD000440,CUST000440,Bruce,Corporate
ORD000441,CUST000441,Jill,Consumer
ORD000442,CUST000442,Lori,Corporate
ORD000443,CUST000443,Brandy,Consumer
ORD000444,CUST000444,Deborah,Corporate
ORD000445,CUST000445,Miranda,Consumer
ORD000446,CUST000446,Bonnie,Consumer
ORD000447,CUST000447,Mary,Corporate
ORD000448,CUST000448,Shawna,Corporate
ORD000449,CUST000449,Andrew,Corporate
ORD000450,CUST000450,Megan,Corporate
ORD000451,CUST000451,Jeremy,Consumer
ORD000452,CUST000452,Donna,Corporate
ORD000453,CUST000453,Justin,Consumer
ORD000454,CUST000454,William,Consumer
ORD000455,CUST000455,Jeremy,Consumer
ORD000456,CUST000456,Richard,Consumer
ORD000457,CUST000457,Matthew,Corporate
ORD000458,CUST000458,Tyler,Consumer
ORD000459,CUST000459,Jennifer,Consumer
ORD000460,CUST000460,Erika,Consumer
ORD000461,CUST000461,Margaret,Corporate
ORD000462,CUST000462,Brian,Consumer
ORD000463,CUST000463,Bethany,Corporate
ORD000464,CUST000464,Timothy,Corporate
ORD000465,CUST000465,Mary,Consumer
ORD000466,CUST000466,Dominique,Corporate
ORD000467,CUST000467,Melanie,Corporate
ORD000468,CUST000468,Leslie,Consumer
ORD000469,CUST000469,Heather,Corporate
ORD000470,CUST000470,Pamela,Consumer
ORD000471,CUST000471,Robin,Corporate
ORD000472,CUST000472,Wendy,Corporate
ORD000473,CUST000473,Crystal,Corporate
ORD000474,CUST000474,Kelly,Corporate
ORD000475,CUST000475,Steve,Consumer
ORD000476,CUST000476,Lisa,Corporate
ORD000477,CUST000477,Katherine,Consumer
ORD000478,CUST000478,Richard,Corporate
ORD000479,CUST000479,Laura,Corporate
ORD000480,CUST000480,Mary,Consumer
ORD000481,CUST000481,Brian,Corporate
ORD000482,CUST000482,Jeremy,Corporate
ORD000483,CUST000483,Michael,Corporate
ORD000484,CUST000484,Amy,Consumer
ORD000485,CUST000485,Jeremiah,Corporate
ORD000486,CUST000486,Kevin,Consumer
ORD000487,CUST000487,Rebecca,Corporate
ORD000488,CUST000488,Jennifer,Consumer
ORD000489,CUST000489,Laura,Consumer
ORD000490,CUST000490,Christian,Corporate
ORD000491,CUST000491,Frederick,Consumer
ORD000492,CUST000492,Malik,Corporate
ORD000493,CUST000493,Linda,Consumer
ORD000494,CUST000494,Sandra,Corporate
ORD000495,CUST000495,Harold,Consumer
ORD000496,CUST000496,Brittany,Consumer
ORD000497,CUST000497,Jon,Corporate
ORD000498,CUST000498,Cheryl,Consumer
ORD000499,CUST000499,Brandon,Corporate
ORD000500,CUST000500,Justin,Consumer
ORD000501,CUST000501,Emily,Corporate
ORD000502,CUST000502,Curtis,Consumer
ORD000503,CUST000503,Stephanie,Corporate
ORD000504,CUST000504,Lisa,Corporate
ORD000505,CUST000505,Keith,Consumer
ORD000506,CUST000506,Daniel,Corporate
ORD000507,CUST000507,Jacqueline,Consumer
ORD000508,CUST000508,Nicole,Consumer
ORD000509,CUST000509,Whitney,Corporate
ORD000510,CUST000510,Daniel,Corporate
ORD000511,CUST000511,Patricia,Corporate
ORD000512,CUST000512,Amber,Consumer
ORD000513,CUST000513,Lance,Corporate
ORD000514,CUST000514,Justin,Corporate
ORD000515,CUST000515,Ryan,Consumer
ORD000516,CUST000516,Dana,Corporate
ORD000517,CUST000517,Laura,Consumer
ORD000518,CUST000518,Wendy,Consumer
ORD000519,CUST000519,David,Consumer
ORD000520,CUST000520,Matthew,Consumer
ORD000521,CUST000521,Jesse,Consumer
ORD000522,CUST000522,Thomas,Consumer
ORD000523,CUST000523,Jennifer,Corporate
ORD000524,CUST000524,Teresa,Corporate
ORD000525,CUST000525,Mark,Corporate
ORD000526,CUST000526,Karen,Consumer
ORD000527,CUST000527,Jeanne,Corporate
ORD000528,CUST000528,Amanda,Corporate
ORD000529,CUST000529,Amber,Corporate
ORD000530,CUST000530,Michael,Consumer
ORD000531,CUST000531,Tina,Consumer
ORD000532,CUST000532,Sheryl,Consumer
ORD000533,CUST000533,Richard,Consumer
ORD000534,CUST000534,Jason,Consumer
ORD000535,CUST000535,Carla,Corporate
ORD000536,CUST000536,Kimberly,Corporate
ORD000537,CUST000537,Leah,Consumer
ORD000538,CUST000538,Amy,Corporate
ORD000539,CUST000539,Jaime,Consumer
ORD000540,CUST000540,Jessica,Consumer
ORD000541,CUST000541,Kevin,Corporate
ORD000542,CUST000542,Stephanie,Corporate
ORD000543,CUST000543,Lisa,Consumer
ORD000544,CUST000544,Judith,Corporate
ORD000545,CUST000545,Christopher,Corporate
ORD000546,CUST000546,Erika,Consumer
ORD000547,CUST000547,John,Corporate
ORD000548,CUST000548,Michael,Corporate
ORD000549,CUST000549,Shawna,Corporate
ORD000550,CUST000550,Lisa,Corporate
ORD000551,CUST000551,Jenna,Consumer
ORD000552,CUST000552,John,Corporate
ORD000553,CUST000553,Catherine,Corporate
ORD000554,CUST000554,Sandra,Consumer
ORD000555,CUST000555,Kenneth,Consumer
ORD000556,CUST000556,Donna,Consumer
ORD000557,CUST000557,Collin,Corporate
ORD000558,CUST000558,Russell,Consumer
ORD000559,CUST000559,David,Corporate
ORD000560,CUST000560,Sarah,Corporate
ORD000561,CUST000561,Tracy,Corporate
ORD000562,CUST000562,Grace,Consumer
ORD000563,CUST000563,Jeffrey,Consumer
ORD000564,CUST000564,David,Consumer
ORD000565,CUST000565,George,Corporate
ORD000566,CUST000566,Megan,Corporate
ORD000567,CUST000567,Christian,Corporate
ORD000568,CUST000568,Kelly,Consumer
ORD000569,CUST000569,Sharon,Corporate
ORD000570,CUST000570,Anthony,Corporate
ORD000571,CUST000571,Aaron,Consumer
ORD000572,CUST000572,Bianca,Consumer
ORD000573,CUST000573,Jerry,Corporate
ORD000574,CUST000574,Tracy,Consumer
ORD000575,CUST000575,Samantha,Corporate
ORD000576,CUST000576,Jared,Consumer
ORD000577,CUST000577,Kristina,Consumer
ORD000578,CUST000578,Kaitlyn,Corporate
ORD000579,CUST000579,George,Corporate
ORD000580,CUST000580,Kathleen,Consumer
ORD000581,CUST000581,Jonathan,Consumer
ORD000582,CUST000582,Victoria,Corporate
ORD000583,CUST000583,Haley,Corporate
ORD000584,CUST000584,Erika,Consumer
ORD000585,CUST000585,Christine,Corporate
ORD000586,CUST000586,Rachel,Consumer
ORD000587,CUST000587,Mark,Consumer
ORD000588,CUST000588,Tracy,Consumer
ORD000589,CUST000589,Carolyn,Corporate
ORD000590,CUST000590,Debra,Consumer
ORD000591,CUST000591,Glenn,Consumer
ORD000592,CUST000592,Scott,Consumer
ORD000593,CUST000593,Tammy,Corporate
ORD000594,CUST000594,Ronald,Consumer
ORD000595,CUST000595,Katherine,Corporate
ORD000596,CUST000596,Jesse,Consumer
ORD000597,CUST000597,Lisa,Corporate
ORD000598,CUST000598,Andrew,Corporate
ORD000599,CUST000599,Kimberly,Corporate
ORD000600,CUST000600,Austin,Corporate
ORD000601,CUST000601,Jennifer,Corporate
ORD000602,CUST000602,Julie,Consumer
ORD000603,CUST000603,Joseph,Corporate
ORD000604,CUST000604,Anthony,Consumer
ORD000605,CUST000605,Jennifer,Corporate
ORD000606,CUST000606,Matthew,Corporate
ORD000607,CUST000607,Timothy,Consumer
ORD000608,CUST000608,Ashley,Corporate
ORD000609,CUST000609,Melinda,Consumer
ORD000610,CUST000610,Michael,Corporate
ORD000611,CUST000611,Luis,Corporate
ORD000612,CUST000612,Pamela,Consumer
ORD000613,CUST000613,Jacob,Consumer
ORD000614,CUST000614,Matthew,Corporate
ORD000615,CUST000615,Donald,Corporate
ORD000616,CUST000616,Erik,Corporate
ORD000617,CUST000617,Benjamin,Consumer
ORD000618,CUST000618,Holly,Consumer
ORD000619,CUST000619,Mary,Consumer
ORD000620,CUST000620,Megan,Consumer
ORD000621,CUST000621,Tim,Consumer
ORD000622,CUST000622,Kelli,Consumer
ORD000623,CUST000623,Michael,Consumer
ORD000624,CUST000624,Eric,Corporate
ORD000625,CUST000625,Betty,Corporate
ORD000626,CUST000626,Paul,Consumer
ORD000627,CUST000627,James,Consumer
ORD000628,CUST000628,Melanie,Consumer
ORD000629,CUST000629,Aimee,Consumer
ORD000630,CUST000630,Ruben,Consumer
ORD000631,CUST000631,Jeremy,Consumer
ORD000632,CUST000632,Susan,Consumer
ORD000633,CUST000633,David,Consumer
ORD000634,CUST000634,Lauren,Consumer
ORD000635,CUST000635,Albert,Corporate
ORD000636,CUST000636,Jesse,Consumer
ORD000637,CUST000637,Kristi,Consumer
ORD000638,CUST000638,Catherine,Corporate
ORD000639,CUST000639,Michael,Corporate
ORD000640,CUST000640,Brian,Consumer
ORD000641,CUST000641,Susan,Corporate
ORD000642,CUST000642,Colin,Corporate
ORD000643,CUST000643,Leonard,Corporate
ORD000644,CUST000644,Mathew,Corporate
